corpus,clip_id,percorso,classe,contributore,eta,genere,autore,licenza,link_origine
fsd50k,166457,data/raw/fsd50k/FSD50K.dev_audio/166457.wav,,,,,Zabuhailo,CC BY,https://freesound.org/s/166457/
fsd50k,105299,data/raw/fsd50k/FSD50K.dev_audio/105299.wav,,,,,kovrov,CC0,https://freesound.org/s/105299/
fsd50k,43823,data/raw/fsd50k/FSD50K.dev_audio/43823.wav,,,,,digifishmusic,CC BY,https://freesound.org/s/43823/
fsd50k,274288,data/raw/fsd50k/FSD50K.dev_audio/274288.wav,,,,,AberNStein,CC0,https://freesound.org/s/274288/
fsd50k,3203,data/raw/fsd50k/FSD50K.dev_audio/3203.wav,,,,,suonho,CC BY,https://freesound.org/s/3203/
fsd50k,203935,data/raw/fsd50k/FSD50K.dev_audio/203935.wav,,,,,aptbr,CC0,https://freesound.org/s/203935/
fsd50k,184723,data/raw/fsd50k/FSD50K.dev_audio/184723.wav,,,,,qubodup,CC0,https://freesound.org/s/184723/
fsd50k,184724,data/raw/fsd50k/FSD50K.dev_audio/184724.wav,,,,,qubodup,CC0,https://freesound.org/s/184724/
fsd50k,111634,data/raw/fsd50k/FSD50K.dev_audio/111634.wav,,,,,doubletrigger,CC BY,https://freesound.org/s/111634/
fsd50k,6243,data/raw/fsd50k/FSD50K.dev_audio/6243.wav,,,,,NoiseCollector,CC BY,https://freesound.org/s/6243/
fsd50k,70378,data/raw/fsd50k/FSD50K.dev_audio/70378.wav,,,,,beskhu,CC BY,https://freesound.org/s/70378/
fsd50k,70379,data/raw/fsd50k/FSD50K.dev_audio/70379.wav,,,,,beskhu,CC BY,https://freesound.org/s/70379/
fsd50k,70375,data/raw/fsd50k/FSD50K.dev_audio/70375.wav,,,,,beskhu,CC BY,https://freesound.org/s/70375/
fsd50k,70165,data/raw/fsd50k/FSD50K.dev_audio/70165.wav,,,,,JustinBW,CC BY,https://freesound.org/s/70165/
fsd50k,132601,data/raw/fsd50k/FSD50K.dev_audio/132601.wav,,,,,CarlosSolano019,CC BY,https://freesound.org/s/132601/
fsd50k,245581,data/raw/fsd50k/FSD50K.dev_audio/245581.wav,,,,,waddlesplash,CC0,https://freesound.org/s/245581/
fsd50k,119764,data/raw/fsd50k/FSD50K.dev_audio/119764.wav,,,,,spenceomatic,CC0,https://freesound.org/s/119764/
fsd50k,354202,data/raw/fsd50k/FSD50K.dev_audio/354202.wav,,,,,MTG,CC BY,https://freesound.org/s/354202/
fsd50k,370319,data/raw/fsd50k/FSD50K.dev_audio/370319.wav,,,,,DomainHunter,CC BY,https://freesound.org/s/370319/
fsd50k,52546,data/raw/fsd50k/FSD50K.dev_audio/52546.wav,,,,,Corsica_S,CC BY,https://freesound.org/s/52546/
fsd50k,235268,data/raw/fsd50k/FSD50K.dev_audio/235268.wav,,,,,Godowan,CC0,https://freesound.org/s/235268/
fsd50k,92389,data/raw/fsd50k/FSD50K.dev_audio/92389.wav,,,,,sandyrb,CC BY,https://freesound.org/s/92389/
fsd50k,266977,data/raw/fsd50k/FSD50K.dev_audio/266977.wav,,,,,coolguy244e,CC0,https://freesound.org/s/266977/
fsd50k,221709,data/raw/fsd50k/FSD50K.dev_audio/221709.wav,,,,,hasbrouck,CC BY,https://freesound.org/s/221709/
fsd50k,187930,data/raw/fsd50k/FSD50K.dev_audio/187930.wav,,,,,MrAuralization,CC BY,https://freesound.org/s/187930/
fsd50k,247138,data/raw/fsd50k/FSD50K.dev_audio/247138.wav,,,,,MTG,CC BY,https://freesound.org/s/247138/
fsd50k,373664,data/raw/fsd50k/FSD50K.dev_audio/373664.wav,,,,,Samulis,CC0,https://freesound.org/s/373664/
fsd50k,373667,data/raw/fsd50k/FSD50K.dev_audio/373667.wav,,,,,Samulis,CC0,https://freesound.org/s/373667/
fsd50k,238493,data/raw/fsd50k/FSD50K.dev_audio/238493.wav,,,,,mariiao2,CC0,https://freesound.org/s/238493/
fsd50k,238494,data/raw/fsd50k/FSD50K.dev_audio/238494.wav,,,,,mariiao2,CC0,https://freesound.org/s/238494/
fsd50k,238495,data/raw/fsd50k/FSD50K.dev_audio/238495.wav,,,,,mariiao2,CC0,https://freesound.org/s/238495/
fsd50k,69564,data/raw/fsd50k/FSD50K.dev_audio/69564.wav,,,,,dobroide,CC BY,https://freesound.org/s/69564/
fsd50k,373557,data/raw/fsd50k/FSD50K.dev_audio/373557.wav,,,,,Samulis,CC0,https://freesound.org/s/373557/
fsd50k,49512,data/raw/fsd50k/FSD50K.dev_audio/49512.wav,,,,,Jon285,CC0,https://freesound.org/s/49512/
fsd50k,336648,data/raw/fsd50k/FSD50K.dev_audio/336648.wav,,,,,chrillz3r,CC0,https://freesound.org/s/336648/
fsd50k,212602,data/raw/fsd50k/FSD50K.dev_audio/212602.wav,,,,,pgi,CC0,https://freesound.org/s/212602/
fsd50k,246702,data/raw/fsd50k/FSD50K.dev_audio/246702.wav,,,,,MTG,CC BY,https://freesound.org/s/246702/
fsd50k,246707,data/raw/fsd50k/FSD50K.dev_audio/246707.wav,,,,,MTG,CC BY,https://freesound.org/s/246707/
fsd50k,161579,data/raw/fsd50k/FSD50K.dev_audio/161579.wav,,,,,doctor567,CC0,https://freesound.org/s/161579/
fsd50k,121465,data/raw/fsd50k/FSD50K.dev_audio/121465.wav,,,,,clruwe,CC BY,https://freesound.org/s/121465/
fsd50k,76446,data/raw/fsd50k/FSD50K.dev_audio/76446.wav,,,,,mhusinsky,CC BY,https://freesound.org/s/76446/
fsd50k,245425,data/raw/fsd50k/FSD50K.dev_audio/245425.wav,,,,,nicholaswyoung2,CC BY,https://freesound.org/s/245425/
fsd50k,153404,data/raw/fsd50k/FSD50K.dev_audio/153404.wav,,,,,stomachache,CC0,https://freesound.org/s/153404/
fsd50k,361227,data/raw/fsd50k/FSD50K.dev_audio/361227.wav,,,,,Hard3eat,CC0,https://freesound.org/s/361227/
fsd50k,10628,data/raw/fsd50k/FSD50K.dev_audio/10628.wav,,,,,batchku,CC0,https://freesound.org/s/10628/
fsd50k,271332,data/raw/fsd50k/FSD50K.dev_audio/271332.wav,,,,,InspectorJ,CC BY,https://freesound.org/s/271332/
fsd50k,375537,data/raw/fsd50k/FSD50K.dev_audio/375537.wav,,,,,Samulis,CC0,https://freesound.org/s/375537/
fsd50k,10624,data/raw/fsd50k/FSD50K.dev_audio/10624.wav,,,,,batchku,CC0,https://freesound.org/s/10624/
fsd50k,344755,data/raw/fsd50k/FSD50K.dev_audio/344755.wav,,,,,Maurice_J_K,CC BY,https://freesound.org/s/344755/
fsd50k,222228,data/raw/fsd50k/FSD50K.dev_audio/222228.wav,,,,,ajaysm,CC BY,https://freesound.org/s/222228/
fsd50k,375530,data/raw/fsd50k/FSD50K.dev_audio/375530.wav,,,,,Samulis,CC0,https://freesound.org/s/375530/
fsd50k,183488,data/raw/fsd50k/FSD50K.dev_audio/183488.wav,,,,,ecfike,CC0,https://freesound.org/s/183488/
fsd50k,183489,data/raw/fsd50k/FSD50K.dev_audio/183489.wav,,,,,ecfike,CC0,https://freesound.org/s/183489/
fsd50k,374523,data/raw/fsd50k/FSD50K.dev_audio/374523.wav,,,,,Samulis,CC0,https://freesound.org/s/374523/
fsd50k,374527,data/raw/fsd50k/FSD50K.dev_audio/374527.wav,,,,,Samulis,CC0,https://freesound.org/s/374527/
fsd50k,374525,data/raw/fsd50k/FSD50K.dev_audio/374525.wav,,,,,Samulis,CC0,https://freesound.org/s/374525/
fsd50k,156121,data/raw/fsd50k/FSD50K.dev_audio/156121.wav,,,,,JL_barrett,CC0,https://freesound.org/s/156121/
fsd50k,156125,data/raw/fsd50k/FSD50K.dev_audio/156125.wav,,,,,JL_barrett,CC0,https://freesound.org/s/156125/
fsd50k,335281,data/raw/fsd50k/FSD50K.dev_audio/335281.wav,,,,,Mivori,CC BY,https://freesound.org/s/335281/
fsd50k,267900,data/raw/fsd50k/FSD50K.dev_audio/267900.wav,,,,,ChemiCatz,CC0,https://freesound.org/s/267900/
fsd50k,267904,data/raw/fsd50k/FSD50K.dev_audio/267904.wav,,,,,ChemiCatz,CC0,https://freesound.org/s/267904/
fsd50k,379251,data/raw/fsd50k/FSD50K.dev_audio/379251.wav,,,,,13F_Panska_Petruzelova_Anna,CC0,https://freesound.org/s/379251/
fsd50k,34733,data/raw/fsd50k/FSD50K.dev_audio/34733.wav,,,,,caesar2164,CC0,https://freesound.org/s/34733/
fsd50k,98230,data/raw/fsd50k/FSD50K.dev_audio/98230.wav,,,,,Smokey_B,CC BY,https://freesound.org/s/98230/
fsd50k,185417,data/raw/fsd50k/FSD50K.dev_audio/185417.wav,,,,,unfa,CC BY,https://freesound.org/s/185417/
fsd50k,376841,data/raw/fsd50k/FSD50K.dev_audio/376841.wav,,,,,13GPanska_Bernard_David,CC0,https://freesound.org/s/376841/
fsd50k,238750,data/raw/fsd50k/FSD50K.dev_audio/238750.wav,,,,,arseniiv,CC0,https://freesound.org/s/238750/
fsd50k,87709,data/raw/fsd50k/FSD50K.dev_audio/87709.wav,,,,,dardue,CC BY,https://freesound.org/s/87709/
fsd50k,323123,data/raw/fsd50k/FSD50K.dev_audio/323123.wav,,,,,geraldfiebig,CC0,https://freesound.org/s/323123/
fsd50k,323124,data/raw/fsd50k/FSD50K.dev_audio/323124.wav,,,,,geraldfiebig,CC0,https://freesound.org/s/323124/
fsd50k,119327,data/raw/fsd50k/FSD50K.dev_audio/119327.wav,,,,,clruwe,CC BY,https://freesound.org/s/119327/
fsd50k,119322,data/raw/fsd50k/FSD50K.dev_audio/119322.wav,,,,,clruwe,CC BY,https://freesound.org/s/119322/
fsd50k,119323,data/raw/fsd50k/FSD50K.dev_audio/119323.wav,,,,,clruwe,CC BY,https://freesound.org/s/119323/
fsd50k,267290,data/raw/fsd50k/FSD50K.dev_audio/267290.wav,,,,,Hollens,CC BY,https://freesound.org/s/267290/
fsd50k,381475,data/raw/fsd50k/FSD50K.dev_audio/381475.wav,,,,,pjcohen,CC0,https://freesound.org/s/381475/
fsd50k,381471,data/raw/fsd50k/FSD50K.dev_audio/381471.wav,,,,,pjcohen,CC0,https://freesound.org/s/381471/
fsd50k,331927,data/raw/fsd50k/FSD50K.dev_audio/331927.wav,,,,,Andre_Desartistes,CC0,https://freesound.org/s/331927/
fsd50k,124810,data/raw/fsd50k/FSD50K.dev_audio/124810.wav,,,,,Greencouch,CC BY,https://freesound.org/s/124810/
fsd50k,349818,data/raw/fsd50k/FSD50K.dev_audio/349818.wav,,,,,kingsrow,CC0,https://freesound.org/s/349818/
fsd50k,188640,data/raw/fsd50k/FSD50K.dev_audio/188640.wav,,,,,HojnyTomasz,CC BY,https://freesound.org/s/188640/
fsd50k,268552,data/raw/fsd50k/FSD50K.dev_audio/268552.wav,,,,,cydon,CC0,https://freesound.org/s/268552/
fsd50k,268556,data/raw/fsd50k/FSD50K.dev_audio/268556.wav,,,,,cydon,CC0,https://freesound.org/s/268556/
fsd50k,353530,data/raw/fsd50k/FSD50K.dev_audio/353530.wav,,,,,robertsvard,CC0,https://freesound.org/s/353530/
fsd50k,20737,data/raw/fsd50k/FSD50K.dev_audio/20737.wav,,,,,gadzooks,CC BY,https://freesound.org/s/20737/
fsd50k,67669,data/raw/fsd50k/FSD50K.dev_audio/67669.wav,,,,,qubodup,CC0,https://freesound.org/s/67669/
fsd50k,323496,data/raw/fsd50k/FSD50K.dev_audio/323496.wav,,,,,Spennnyyy,CC0,https://freesound.org/s/323496/
fsd50k,28477,data/raw/fsd50k/FSD50K.dev_audio/28477.wav,,,,,simmfoc,CC BY,https://freesound.org/s/28477/
fsd50k,247020,data/raw/fsd50k/FSD50K.dev_audio/247020.wav,,,,,MTG,CC BY,https://freesound.org/s/247020/
fsd50k,326954,data/raw/fsd50k/FSD50K.dev_audio/326954.wav,,,,,BuddyGuyTrask,CC0,https://freesound.org/s/326954/
fsd50k,326953,data/raw/fsd50k/FSD50K.dev_audio/326953.wav,,,,,BuddyGuyTrask,CC0,https://freesound.org/s/326953/
fsd50k,41744,data/raw/fsd50k/FSD50K.dev_audio/41744.wav,,,,,digifishmusic,CC BY,https://freesound.org/s/41744/
fsd50k,20840,data/raw/fsd50k/FSD50K.dev_audio/20840.wav,,,,,dobroide,CC BY,https://freesound.org/s/20840/
fsd50k,361382,data/raw/fsd50k/FSD50K.dev_audio/361382.wav,,,,,ref57,CC0,https://freesound.org/s/361382/
fsd50k,198621,data/raw/fsd50k/FSD50K.dev_audio/198621.wav,,,,,Corsica_S,CC BY,https://freesound.org/s/198621/
fsd50k,269379,data/raw/fsd50k/FSD50K.dev_audio/269379.wav,,,,,lwdickens,CC0,https://freesound.org/s/269379/
fsd50k,54973,data/raw/fsd50k/FSD50K.dev_audio/54973.wav,,,,,davidworksonline,CC0,https://freesound.org/s/54973/
fsd50k,79070,data/raw/fsd50k/FSD50K.dev_audio/79070.wav,,,,,atha89,CC BY,https://freesound.org/s/79070/
fsd50k,259939,data/raw/fsd50k/FSD50K.dev_audio/259939.wav,,,,,arseniiv,CC0,https://freesound.org/s/259939/
fsd50k,197100,data/raw/fsd50k/FSD50K.dev_audio/197100.wav,,,,,Tritus,CC BY,https://freesound.org/s/197100/
fsd50k,196271,data/raw/fsd50k/FSD50K.dev_audio/196271.wav,,,,,FestaCienciaTecnologia,CC BY,https://freesound.org/s/196271/
fsd50k,55906,data/raw/fsd50k/FSD50K.dev_audio/55906.wav,,,,,ldk1609,CC0,https://freesound.org/s/55906/
fsd50k,341402,data/raw/fsd50k/FSD50K.dev_audio/341402.wav,,,,,stebbi30000@gmail.com,CC0,https://freesound.org/s/341402/
fsd50k,108954,data/raw/fsd50k/FSD50K.dev_audio/108954.wav,,,,,fons,CC0,https://freesound.org/s/108954/
fsd50k,168861,data/raw/fsd50k/FSD50K.dev_audio/168861.wav,,,,,ianslattery,CC0,https://freesound.org/s/168861/
fsd50k,117556,data/raw/fsd50k/FSD50K.dev_audio/117556.wav,,,,,kougloff,CC0,https://freesound.org/s/117556/
fsd50k,333355,data/raw/fsd50k/FSD50K.dev_audio/333355.wav,,,,,schottenrock,CC BY,https://freesound.org/s/333355/
fsd50k,137514,data/raw/fsd50k/FSD50K.dev_audio/137514.wav,,,,,quartertone,CC BY,https://freesound.org/s/137514/
fsd50k,137512,data/raw/fsd50k/FSD50K.dev_audio/137512.wav,,,,,quartertone,CC BY,https://freesound.org/s/137512/
fsd50k,327518,data/raw/fsd50k/FSD50K.dev_audio/327518.wav,,,,,DavidFrbr,CC0,https://freesound.org/s/327518/
fsd50k,327519,data/raw/fsd50k/FSD50K.dev_audio/327519.wav,,,,,DavidFrbr,CC0,https://freesound.org/s/327519/
fsd50k,382870,data/raw/fsd50k/FSD50K.dev_audio/382870.wav,,,,,pjcohen,CC BY,https://freesound.org/s/382870/
fsd50k,276291,data/raw/fsd50k/FSD50K.dev_audio/276291.wav,,,,,Sandermotions,CC0,https://freesound.org/s/276291/
fsd50k,247782,data/raw/fsd50k/FSD50K.dev_audio/247782.wav,,,,,MTG,CC BY,https://freesound.org/s/247782/
fsd50k,243574,data/raw/fsd50k/FSD50K.dev_audio/243574.wav,,,,,noctaro,CC BY,https://freesound.org/s/243574/
fsd50k,324636,data/raw/fsd50k/FSD50K.dev_audio/324636.wav,,,,,Reino93,CC0,https://freesound.org/s/324636/
fsd50k,319131,data/raw/fsd50k/FSD50K.dev_audio/319131.wav,,,,,voho,CC BY,https://freesound.org/s/319131/
fsd50k,357742,data/raw/fsd50k/FSD50K.dev_audio/357742.wav,,,,,MTG,CC BY,https://freesound.org/s/357742/
fsd50k,197095,data/raw/fsd50k/FSD50K.dev_audio/197095.wav,,,,,Tritus,CC BY,https://freesound.org/s/197095/
fsd50k,340686,data/raw/fsd50k/FSD50K.dev_audio/340686.wav,,,,,mickyman5000,CC0,https://freesound.org/s/340686/
fsd50k,356067,data/raw/fsd50k/FSD50K.dev_audio/356067.wav,,,,,MTG,CC BY,https://freesound.org/s/356067/
fsd50k,333910,data/raw/fsd50k/FSD50K.dev_audio/333910.wav,,,,,apolloaiello,CC BY,https://freesound.org/s/333910/
fsd50k,254961,data/raw/fsd50k/FSD50K.dev_audio/254961.wav,,,,,thecityrings,CC BY,https://freesound.org/s/254961/
fsd50k,261861,data/raw/fsd50k/FSD50K.dev_audio/261861.wav,,,,,smokenweewALT,CC BY,https://freesound.org/s/261861/
fsd50k,38573,data/raw/fsd50k/FSD50K.dev_audio/38573.wav,,,,,digifishmusic,CC BY,https://freesound.org/s/38573/
fsd50k,372805,data/raw/fsd50k/FSD50K.dev_audio/372805.wav,,,,,Samulis,CC0,https://freesound.org/s/372805/
fsd50k,245078,data/raw/fsd50k/FSD50K.dev_audio/245078.wav,,,,,hammondman,CC0,https://freesound.org/s/245078/
fsd50k,371023,data/raw/fsd50k/FSD50K.dev_audio/371023.wav,,,,,theshuggie,CC0,https://freesound.org/s/371023/
fsd50k,166710,data/raw/fsd50k/FSD50K.dev_audio/166710.wav,,,,,Snapper4298,CC0,https://freesound.org/s/166710/
fsd50k,249029,data/raw/fsd50k/FSD50K.dev_audio/249029.wav,,,,,MTG,CC BY,https://freesound.org/s/249029/
fsd50k,13477,data/raw/fsd50k/FSD50K.dev_audio/13477.wav,,,,,uauaua,CC0,https://freesound.org/s/13477/
fsd50k,13471,data/raw/fsd50k/FSD50K.dev_audio/13471.wav,,,,,uauaua,CC0,https://freesound.org/s/13471/
fsd50k,13472,data/raw/fsd50k/FSD50K.dev_audio/13472.wav,,,,,uauaua,CC0,https://freesound.org/s/13472/
fsd50k,41945,data/raw/fsd50k/FSD50K.dev_audio/41945.wav,,,,,datasoundsample,CC BY,https://freesound.org/s/41945/
fsd50k,41943,data/raw/fsd50k/FSD50K.dev_audio/41943.wav,,,,,datasoundsample,CC BY,https://freesound.org/s/41943/
fsd50k,13479,data/raw/fsd50k/FSD50K.dev_audio/13479.wav,,,,,uauaua,CC0,https://freesound.org/s/13479/
fsd50k,248777,data/raw/fsd50k/FSD50K.dev_audio/248777.wav,,,,,MTG,CC BY,https://freesound.org/s/248777/
fsd50k,363582,data/raw/fsd50k/FSD50K.dev_audio/363582.wav,,,,,SkyRaeVoicing,CC BY,https://freesound.org/s/363582/
fsd50k,118972,data/raw/fsd50k/FSD50K.dev_audio/118972.wav,,,,,esperri,CC0,https://freesound.org/s/118972/
fsd50k,16027,data/raw/fsd50k/FSD50K.dev_audio/16027.wav,,,,,harri,CC BY,https://freesound.org/s/16027/
fsd50k,130707,data/raw/fsd50k/FSD50K.dev_audio/130707.wav,,,,,CommanderRobot,CC BY,https://freesound.org/s/130707/
fsd50k,355241,data/raw/fsd50k/FSD50K.dev_audio/355241.wav,,,,,MTG,CC BY,https://freesound.org/s/355241/
fsd50k,61879,data/raw/fsd50k/FSD50K.dev_audio/61879.wav,,,,,NoiseCollector,CC BY,https://freesound.org/s/61879/
fsd50k,61878,data/raw/fsd50k/FSD50K.dev_audio/61878.wav,,,,,NoiseCollector,CC BY,https://freesound.org/s/61878/
fsd50k,61874,data/raw/fsd50k/FSD50K.dev_audio/61874.wav,,,,,NoiseCollector,CC BY,https://freesound.org/s/61874/
fsd50k,107459,data/raw/fsd50k/FSD50K.dev_audio/107459.wav,,,,,NoiseCollector,CC BY,https://freesound.org/s/107459/
fsd50k,107452,data/raw/fsd50k/FSD50K.dev_audio/107452.wav,,,,,NoiseCollector,CC BY,https://freesound.org/s/107452/
fsd50k,232288,data/raw/fsd50k/FSD50K.dev_audio/232288.wav,,,,,zaem,CC0,https://freesound.org/s/232288/
fsd50k,151226,data/raw/fsd50k/FSD50K.dev_audio/151226.wav,,,,,OwlStorm,CC BY,https://freesound.org/s/151226/
fsd50k,151223,data/raw/fsd50k/FSD50K.dev_audio/151223.wav,,,,,OwlStorm,CC BY,https://freesound.org/s/151223/
fsd50k,90545,data/raw/fsd50k/FSD50K.dev_audio/90545.wav,,,,,Suicidity,CC0,https://freesound.org/s/90545/
fsd50k,130711,data/raw/fsd50k/FSD50K.dev_audio/130711.wav,,,,,CommanderRobot,CC BY,https://freesound.org/s/130711/
fsd50k,359663,data/raw/fsd50k/FSD50K.dev_audio/359663.wav,,,,,MTG,CC BY,https://freesound.org/s/359663/
fsd50k,19124,data/raw/fsd50k/FSD50K.dev_audio/19124.wav,,,,,Fratz,CC BY,https://freesound.org/s/19124/
fsd50k,129160,data/raw/fsd50k/FSD50K.dev_audio/129160.wav,,,,,DirtyJewbs,CC BY,https://freesound.org/s/129160/
fsd50k,359666,data/raw/fsd50k/FSD50K.dev_audio/359666.wav,,,,,MTG,CC BY,https://freesound.org/s/359666/
fsd50k,247547,data/raw/fsd50k/FSD50K.dev_audio/247547.wav,,,,,MTG,CC BY,https://freesound.org/s/247547/
fsd50k,90544,data/raw/fsd50k/FSD50K.dev_audio/90544.wav,,,,,Suicidity,CC0,https://freesound.org/s/90544/
fsd50k,90547,data/raw/fsd50k/FSD50K.dev_audio/90547.wav,,,,,Suicidity,CC0,https://freesound.org/s/90547/
fsd50k,90540,data/raw/fsd50k/FSD50K.dev_audio/90540.wav,,,,,Suicidity,CC0,https://freesound.org/s/90540/
fsd50k,90543,data/raw/fsd50k/FSD50K.dev_audio/90543.wav,,,,,Suicidity,CC0,https://freesound.org/s/90543/
fsd50k,277086,data/raw/fsd50k/FSD50K.dev_audio/277086.wav,,,,,beskhu,CC0,https://freesound.org/s/277086/
fsd50k,356430,data/raw/fsd50k/FSD50K.dev_audio/356430.wav,,,,,MTG,CC BY,https://freesound.org/s/356430/
fsd50k,117940,data/raw/fsd50k/FSD50K.dev_audio/117940.wav,,,,,pishpirika,CC BY,https://freesound.org/s/117940/
fsd50k,117945,data/raw/fsd50k/FSD50K.dev_audio/117945.wav,,,,,pishpirika,CC BY,https://freesound.org/s/117945/
fsd50k,242025,data/raw/fsd50k/FSD50K.dev_audio/242025.wav,,,,,Samulis,CC0,https://freesound.org/s/242025/
fsd50k,355164,data/raw/fsd50k/FSD50K.dev_audio/355164.wav,,,,,MTG,CC BY,https://freesound.org/s/355164/
fsd50k,355163,data/raw/fsd50k/FSD50K.dev_audio/355163.wav,,,,,MTG,CC BY,https://freesound.org/s/355163/
fsd50k,355161,data/raw/fsd50k/FSD50K.dev_audio/355161.wav,,,,,MTG,CC BY,https://freesound.org/s/355161/
fsd50k,355168,data/raw/fsd50k/FSD50K.dev_audio/355168.wav,,,,,MTG,CC BY,https://freesound.org/s/355168/
fsd50k,165444,data/raw/fsd50k/FSD50K.dev_audio/165444.wav,,,,,jaiserpey,CC BY,https://freesound.org/s/165444/
fsd50k,63473,data/raw/fsd50k/FSD50K.dev_audio/63473.wav,,,,,NoiseCollector,CC BY,https://freesound.org/s/63473/
fsd50k,184742,data/raw/fsd50k/FSD50K.dev_audio/184742.wav,,,,,NickMorris,CC0,https://freesound.org/s/184742/
fsd50k,33723,data/raw/fsd50k/FSD50K.dev_audio/33723.wav,,,,,jobro,CC BY,https://freesound.org/s/33723/
fsd50k,184743,data/raw/fsd50k/FSD50K.dev_audio/184743.wav,,,,,NickMorris,CC0,https://freesound.org/s/184743/
fsd50k,183794,data/raw/fsd50k/FSD50K.dev_audio/183794.wav,,,,,quartertone,CC BY,https://freesound.org/s/183794/
fsd50k,40448,data/raw/fsd50k/FSD50K.dev_audio/40448.wav,,,,,hubertmichel,CC BY,https://freesound.org/s/40448/
fsd50k,40444,data/raw/fsd50k/FSD50K.dev_audio/40444.wav,,,,,hubertmichel,CC BY,https://freesound.org/s/40444/
fsd50k,128331,data/raw/fsd50k/FSD50K.dev_audio/128331.wav,,,,,Plexant,CC0,https://freesound.org/s/128331/
fsd50k,128332,data/raw/fsd50k/FSD50K.dev_audio/128332.wav,,,,,Plexant,CC0,https://freesound.org/s/128332/
fsd50k,91005,data/raw/fsd50k/FSD50K.dev_audio/91005.wav,,,,,Suicidity,CC0,https://freesound.org/s/91005/
fsd50k,252535,data/raw/fsd50k/FSD50K.dev_audio/252535.wav,,,,,GrowingUp,CC BY,https://freesound.org/s/252535/
fsd50k,359853,data/raw/fsd50k/FSD50K.dev_audio/359853.wav,,,,,MTG,CC BY,https://freesound.org/s/359853/
fsd50k,174899,data/raw/fsd50k/FSD50K.dev_audio/174899.wav,,,,,toiletrolltube,CC0,https://freesound.org/s/174899/
fsd50k,122990,data/raw/fsd50k/FSD50K.dev_audio/122990.wav,,,,,zimbot,CC BY,https://freesound.org/s/122990/
fsd50k,62527,data/raw/fsd50k/FSD50K.dev_audio/62527.wav,,,,,IFartInUrGeneralDirection,CC BY,https://freesound.org/s/62527/
fsd50k,379384,data/raw/fsd50k/FSD50K.dev_audio/379384.wav,,,,,13FPanska_Sychra_Petr,CC0,https://freesound.org/s/379384/
fsd50k,160298,data/raw/fsd50k/FSD50K.dev_audio/160298.wav,,,,,Tom_McLaughlin,CC BY,https://freesound.org/s/160298/
fsd50k,160296,data/raw/fsd50k/FSD50K.dev_audio/160296.wav,,,,,Tom_McLaughlin,CC BY,https://freesound.org/s/160296/
fsd50k,160297,data/raw/fsd50k/FSD50K.dev_audio/160297.wav,,,,,Tom_McLaughlin,CC BY,https://freesound.org/s/160297/
fsd50k,352961,data/raw/fsd50k/FSD50K.dev_audio/352961.wav,,,,,Shain_T,CC0,https://freesound.org/s/352961/
fsd50k,369106,data/raw/fsd50k/FSD50K.dev_audio/369106.wav,,,,,newagesoup,CC0,https://freesound.org/s/369106/
fsd50k,369109,data/raw/fsd50k/FSD50K.dev_audio/369109.wav,,,,,newagesoup,CC0,https://freesound.org/s/369109/
fsd50k,79689,data/raw/fsd50k/FSD50K.dev_audio/79689.wav,,,,,labailey,CC0,https://freesound.org/s/79689/
fsd50k,372663,data/raw/fsd50k/FSD50K.dev_audio/372663.wav,,,,,Samulis,CC0,https://freesound.org/s/372663/
fsd50k,20738,data/raw/fsd50k/FSD50K.dev_audio/20738.wav,,,,,gadzooks,CC BY,https://freesound.org/s/20738/
fsd50k,174281,data/raw/fsd50k/FSD50K.dev_audio/174281.wav,,,,,qubodup,CC0,https://freesound.org/s/174281/
fsd50k,47429,data/raw/fsd50k/FSD50K.dev_audio/47429.wav,,,,,stomachache,CC0,https://freesound.org/s/47429/
fsd50k,269771,data/raw/fsd50k/FSD50K.dev_audio/269771.wav,,,,,Sevin7,CC0,https://freesound.org/s/269771/
fsd50k,39413,data/raw/fsd50k/FSD50K.dev_audio/39413.wav,,,,,gadzooks,CC BY,https://freesound.org/s/39413/
fsd50k,21888,data/raw/fsd50k/FSD50K.dev_audio/21888.wav,,,,,Anton,CC BY,https://freesound.org/s/21888/
fsd50k,21889,data/raw/fsd50k/FSD50K.dev_audio/21889.wav,,,,,Anton,CC BY,https://freesound.org/s/21889/
fsd50k,232921,data/raw/fsd50k/FSD50K.dev_audio/232921.wav,,,,,bmusic92,CC0,https://freesound.org/s/232921/
fsd50k,247110,data/raw/fsd50k/FSD50K.dev_audio/247110.wav,,,,,MTG,CC BY,https://freesound.org/s/247110/
fsd50k,247119,data/raw/fsd50k/FSD50K.dev_audio/247119.wav,,,,,MTG,CC BY,https://freesound.org/s/247119/
fsd50k,5099,data/raw/fsd50k/FSD50K.dev_audio/5099.wav,,,,,Jovica,CC BY,https://freesound.org/s/5099/
fsd50k,329331,data/raw/fsd50k/FSD50K.dev_audio/329331.wav,,,,,xtrgamr,CC BY,https://freesound.org/s/329331/
fsd50k,236942,data/raw/fsd50k/FSD50K.dev_audio/236942.wav,,,,,theblockofsound235,CC BY,https://freesound.org/s/236942/
fsd50k,315826,data/raw/fsd50k/FSD50K.dev_audio/315826.wav,,,,,benjaminharveydesign,CC0,https://freesound.org/s/315826/
fsd50k,215849,data/raw/fsd50k/FSD50K.dev_audio/215849.wav,,,,,VKProduktion,CC0,https://freesound.org/s/215849/
